strategy,workload,threads,dataset_size,median,mean,std,min,max,count
fine,lookup,4,50000,11.88523616,11.74928032,1.0250916789458313,10.524100189999999,13.13853269,5
fine,lookup,4,100000,5.28697712,5.074327692,0.5209035198583116,4.1546528,5.3782525,5
fine,lookup,4,500000,0.20388424,0.19779024,0.02157857013473437,0.16093609,0.21794678,5
fine,lookup,4,1000000,0.08076763,0.080007274,0.004142888574875029,0.07464635,0.08485844000000001,5
fine,lookup,8,10000,65.10416667,67.940080746,6.817024811877743,61.31207848,77.2797527,5
fine,lookup,8,50000,20.18978397,20.208920114,1.361483167319733,18.56045139,22.30549607,5
fine,lookup,8,100000,8.38820618,8.174343449999999,0.5485316235264496,7.2853375300000005,8.71999233,5
fine,lookup,8,500000,0.45835484000000004,0.425708618,0.06209269468070878,0.32173602,0.47097711999999997,5
fine,lookup,8,1000000,0.14928438,0.15008712600000002,0.0056337779098070565,0.14179614000000001,0.15675307,5
fine,lookup,16,10000,47.82400765,52.87494681,12.57039914500336,41.25412540999999,72.3065799,5
fine,lookup,16,50000,27.32091143,27.184121413999996,1.1498282267174667,25.488097059999998,28.28214266,5
fine,lookup,16,100000,10.37764241,9.943096346,1.0386022187780963,8.192625,10.75407579,5
fine,lookup,16,500000,0.81288388,0.828505524,0.07563128096920035,0.74844776,0.95299813,5
fine,lookup,16,1000000,0.26572279,0.257633198,0.016785331712330556,0.23688717,0.27201277,5
fine,mixed,1,10000,20.802995629999998,20.308217157999998,3.1097254200889517,15.2578578,23.5349494,5
fine,mixed,1,50000,3.63118754,3.638323808,0.16139752950507658,3.48726104,3.87735161,5
fine,mixed,1,100000,1.4098565900000002,1.39425669,0.12104781564600424,1.2692980900000002,1.53706163,5
fine,mixed,1,500000,0.06497317,0.063439438,0.0039169956634351796,0.05873118,0.06699899000000001,5
fine,mixed,1,1000000,0.026218400000000003,0.025892576,0.0017304370021413642,0.023013150000000003,0.02760847,5
fine,mixed,2,10000,33.99048266,33.129934696,1.6889070683527077,30.39513678,34.34065934,5
fine,mixed,2,50000,6.26087828,6.333286008,0.32973313149157174,5.893307559999999,6.71781161,5
fine,mixed,2,100000,2.65038974,2.474529532,0.34111834495682786,1.98208984,2.78162569,5
fine,mixed,2,500000,0.09807039999999999,0.098327478,0.0013948021217972076,0.09693326,0.09980839,5
fine,mixed,2,1000000,0.04516783,0.044612005999999996,0.0013325576389147278,0.04263203,0.045734739999999996,5
fine,mixed,4,10000,41.118421049999995,39.400593276,9.043672421742304,26.191723420000002,48.520135859999996,5
fine,mixed,4,50000,10.7538445,10.622153668,0.36701679967935147,10.00440194,10.9690016,5
fine,mixed,4,100000,4.30392604,4.291589138000001,0.4201383406149281,3.62744671,4.6910696100000004,5
fine,mixed,4,500000,0.17331074,0.17951133400000002,0.01576604790077652,0.17045538000000002,0.20761319,5
fine,mixed,4,1000000,0.08346104,0.084709914,0.004864121465077747,0.07903431,0.09065907000000001,5
fine,mixed,8,10000,37.579857200000006,33.717890848,12.468694053686734,13.236267369999998,44.15011038,5
fine,mixed,8,50000,16.10254098,16.505511762,1.578429067510467,14.81788815,19.010684,5
fine,mixed,8,100000,7.46820412,7.537883429999999,0.3780208084589541,7.084862480000001,8.13054401,5
fine,mixed,8,500000,0.34670486,0.351248378,0.020591604080488036,0.32274815999999995,0.37817415000000004,5
fine,mixed,8,1000000,0.1303663,0.13347076600000002,0.007362164144222818,0.12588336,0.14445682,5
fine,mixed,16,10000,36.84598379,38.76627599,5.927674873621447,33.87533875,48.262548259999996,5
fine,mixed,16,50000,18.59496448,18.238051374,0.7420626067086575,17.16266777,18.857961829999997,5
fine,mixed,16,100000,9.941148400000001,9.192713036,1.7727288494900535,6.06310479,10.27158059,5
fine,mixed,16,500000,0.51933333,0.531808962,0.026294458252057024,0.51066477,0.57159149,5
fine,mixed,16,1000000,0.19399166,0.19404293,0.0009238746491272476,0.19300852,0.19540582,5
